_id_fr,model_utac,commercial_name,ntic,hybrid,power_admin,power_max_kw,transmission,cons_urb_l100km,cons_extraurb_l100km,cons_mix_l100km,co2_g_km,co_g_km,hc_g_km,nox_g_km,hc_nox_g_km,pm_g_km,kerb_weight_min_kg,mkerb_weight_max_kg,champ_v9,date_maj,fuel_display_name,fuel_grp,segment_grp,segment_ord,body_type_display_name,body_type_grp,tvv_clean,e (g/km),m (kg),w (mm),at1 (mm),at2 (mm),ec (cm3),ep (KW),z (Wh/km),tvv_composite,_merge,brand_group,kw_comp,co2_comp,kg_comp,fuel_comp,fuel_agree,tvv_comp,model_comp,kw_delta,co2_delta,kg_delta,tv_comp,fuel_comp_display,fuel_comp_grp,kw_comp_imputed,co2_comp_imputed,nox_comps,nox_comps_imputed,co_comps,co_comps_imputed,match_steps,r_merged,n_eu_records,n_fr_configs
0.0,159,159 1750 Tbi (200ch),M10ALFVP000G340,non,12.0,147.0,M 6,11.3,5.8,7.8,182.0,0.647,0.052,0.032,,0.002,1505.0,1505.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Station Wagon,Station Wagon,939AXN1B52C,182.0,1505.0,2703.0,1579.0,1559.0,1742.0,147.0,,939AXN1B52C,both,ALFA-ROMEO,147,182,1505,ES,True,939AXN1B52C,159,0,0,0,939AXN1B,Petrol,Petrol,False,False,0.032,False,0.647,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
3.0,159,159 2.0 JTDm (136ch),M10ALFVP000F303,non,7.0,100.0,M 6,6.6,4.2,5.1,134.0,0.066,,0.149,0.175,0.001,1565.0,1565.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,939AXR1B64B,134.0,1565.0,2703.0,1579.0,1559.0,1956.0,100.0,,939AXR1B64B,both,ALFA-ROMEO,100,134,1565,GO,True,939AXR1B64B,159,0,0,0,939AXR1B,Diesel,Diesel,False,False,0.149,False,0.066,False,Step 1: Exact TVV (T+Va+Ve),9.0,5,1
9.0,159,159 SW 2.0 JTDm (136ch),M10ALFVP000J307,non,7.0,100.0,M 6,6.8,4.3,5.2,137.0,0.066,,0.149,0.175,0.001,1615.0,1615.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,939BXR1B65B,137.0,1615.0,2703.0,1579.0,1559.0,1956.0,100.0,,939BXR1B65B,both,ALFA-ROMEO,100,137,1615,GO,True,939BXR1B65B,159,0,0,0,939BXR1B,Diesel,Diesel,False,False,0.149,False,0.066,False,Step 1: Exact TVV (T+Va+Ve),2.0,2,1
10.0,159,159 SW 2.0 JTDm (170ch),M10ALFVP000K308,non,9.0,125.0,M 6,7.1,4.4,5.4,142.0,0.06,,0.164,0.193,0.001,1615.0,1615.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,939BXS1B67,142.0,1605.0,2703.0,1579.0,1559.0,1956.0,125.0,,939BXS1B67,both,ALFA-ROMEO,125,142,1615,GO,True,939BXS1B67,159,0,0,10,939BXS1B,Diesel,Diesel,False,False,0.164,False,0.06,False,Step 1: Exact TVV (T+Va+Ve),6.0,2,1
22.0,GIULIETTA,GIULIETTA 1.4 T-jet (120ch) S/S,M10ALFVP000Y322,non,7.0,88.0,M 6,8.4,5.3,6.4,149.0,0.356,0.03,0.026,,,1355.0,1355.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXA1A00B,149.0,1355.0,2634.0,1554.0,1554.0,1368.0,88.0,,940FXA1A00B,both,ALFA-ROMEO,88,149,1355,ES,True,940FXA1A00B,GIULIETTA,0,0,0,940FXA1A,Petrol,Petrol,False,False,0.026,False,0.356,False,Step 1: Exact TVV (T+Va+Ve),626.0,42,3
27.0,GIULIETTA,GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S,M10ALFVP000R314,non,9.0,125.0,D 6,6.7,4.3,5.2,121.0,0.44,0.037,0.03,,,1380.0,1380.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXB1110,121.0,1380.0,2634.0,1554.0,1554.0,1368.0,125.0,,940FXB1110,both,ALFA-ROMEO,125,121,1380,ES,True,940FXB1110,GIULIETTA,0,0,0,940FXB11,Petrol,Petrol,False,False,0.03,False,0.44,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,252.0,64,2
33.0,GIULIETTA,GIULIETTA 1.4 TB MultiAir (170ch) S/S,M10ALFVP000Z323,non,9.0,125.0,M 6,7.8,4.6,5.8,134.0,0.276,0.048,0.029,,,1365.0,1365.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXB1A01B,134.0,1365.0,2634.0,1554.0,1554.0,1368.0,125.0,,940FXB1A01B,both,ALFA-ROMEO,125,134,1365,ES,True,940FXB1A01B,GIULIETTA,0,0,0,940FXB1A,Petrol,Petrol,False,False,0.029,False,0.276,False,Step 1: Exact TVV (T+Va+Ve),280.0,73,2
41.0,GIULIETTA,GIULIETTA 1.6 JTDm (105ch) S/S,M10ALFVP000L345,non,5.0,77.0,M 6,5.5,3.7,4.4,114.0,0.215,,0.173,0.207,0.001,1385.0,1385.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXD1A03B,114.0,1385.0,2634.0,1554.0,1554.0,1598.0,77.0,,940FXD1A03B,both,ALFA-ROMEO,77,114,1385,GO,True,940FXD1A03B,GIULIETTA,0,0,0,940FXD1A,Diesel,Diesel,False,False,0.173,False,0.215,False,Step 1: Exact TVV (T+Va+Ve),2099.0,63,2
42.0,GIULIETTA,GIULIETTA 2.0 JTDm TCT (170ch) S/S,M10ALFVP000U318,non,9.0,125.0,D 6,5.3,4.0,4.5,119.0,0.182,,0.16,0.186,0.001,1410.0,1410.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXE1111,119.0,1410.0,2634.0,1554.0,1554.0,1956.0,125.0,,940FXE1111,both,ALFA-ROMEO,125,119,1410,GO,True,940FXE1111,GIULIETTA,0,0,0,940FXE11,Diesel,Diesel,False,False,0.16,False,0.182,False,Step 1: Exact TVV (T+Va+Ve),346.0,61,2
46.0,GIULIETTA,GIULIETTA 2.0 JTDm (170ch) S/S,M10ALFVP000M346,non,9.0,125.0,M 6,5.8,4.1,4.7,124.0,0.152,,0.158,0.201,0.002,1395.0,1395.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXE1A04B,124.0,1395.0,2634.0,1554.0,1554.0,1956.0,125.0,,940FXE1A04B,both,ALFA-ROMEO,125,124,1395,GO,True,940FXE1A04B,GIULIETTA,0,0,0,940FXE1A,Diesel,Diesel,False,False,0.158,False,0.152,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,81.0,34,1
59.0,GIULIETTA,GIULIETTA 2.0 JTDm (140ch) S/S,M10ALFVP000B299,non,7.0,103.0,M 6,5.6,3.9,4.5,119.0,0.389,,0.161,0.214,0.001,1395.0,1395.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXL1A08B,119.0,1395.0,2634.0,1554.0,1554.0,1956.0,103.0,,940FXL1A08B,both,ALFA-ROMEO,103,119,1395,GO,True,940FXL1A08B,GIULIETTA,0,0,0,940FXL1A,Diesel,Diesel,False,False,0.161,False,0.389,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1340.0,124,2
63.0,GIULIETTA,GIULIETTA 1.4 T-jet (105ch) S/S,M10ALFVP0008332,non,6.0,77.0,M 6,8.4,5.3,6.4,149.0,0.356,0.03,0.026,,,1355.0,1355.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,940FXN1A12,149.0,1355.0,2634.0,1554.0,1554.0,1368.0,77.0,,940FXN1A12,both,ALFA-ROMEO,77,149,1355,ES,True,940FXN1A12,GIULIETTA,0,0,0,940FXN1A,Petrol,Petrol,False,False,0.026,False,0.356,False,Step 1: Exact TVV (T+Va+Ve),51.0,14,2
67.0,MITO,MITO 1.6 JTDm (120ch) S/S,M10ALFVP0009175,non,6.0,88.0,M 6,5.3,3.8,4.4,114.0,0.389,,0.155,0.216,0.001,1280.0,1280.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXC1B02G,114.0,1280.0,2511.0,1477.0,1475.0,1598.0,88.0,,955AXC1B02G,both,ALFA-ROMEO,88,114,1280,GO,True,955AXC1B02G,MITO,0,0,0,955AXC1B,Diesel,Diesel,False,False,0.155,False,0.389,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,170.0,66,2
73.0,MITO,MITO 1.4 MPI (105ch) MultiAir,M10ALFVP0008041,non,6.0,77.0,M 6,7.5,4.7,5.7,134.0,0.192,0.049,0.04,,,1165.0,1165.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXL1B08B,134.0,1165.0,2511.0,1477.0,1475.0,1368.0,77.0,,955AXL1B08B,both,ALFA-ROMEO,77,134,1165,ES,True,955AXL1B08B,MITO,0,0,0,955AXL1B,Petrol,Petrol,False,False,0.04,False,0.192,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,435.0,49,1
76.0,MITO,MITO 1.4 TB (170ch) MultiAir,M10ALFVP000B044,non,9.0,125.0,M 6,8.1,4.8,6.0,139.0,0.254,0.02,0.024,,,1220.0,1220.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXN1B10,139.0,1220.0,2511.0,1477.0,1475.0,1368.0,125.0,,955AXN1B10,both,ALFA-ROMEO,125,139,1220,ES,True,955AXN1B10,MITO,0,0,0,955AXN1B,Petrol,Petrol,False,False,0.024,False,0.254,False,Step 1: Exact TVV (T+Va+Ve),82.0,28,2
78.0,MITO,MITO 1.3 JTDm (95ch) S/S,M10ALFVP000F048,non,5.0,70.0,M 5,5.1,3.3,4.0,104.0,0.31,,0.169,0.194,0.002,1225.0,1225.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXP1A11C,104.0,1225.0,2511.0,1483.0,1475.0,1248.0,70.0,,955AXP1A11C,both,ALFA-ROMEO,70,104,1225,GO,True,955AXP1A11C,MITO,0,0,0,955AXP1A,Diesel,Diesel,False,False,0.169,False,0.31,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,314.0,48,2
80.0,MITO,MITO 1.4 TB MultiAir (135ch) Alfa TCT S/S,M10ALFVP000F181,non,7.0,99.0,M 6,7.1,4.5,5.5,126.0,0.255,0.021,0.024,,,1245.0,1245.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXR1112,126.0,1245.0,2511.0,1477.0,1475.0,1368.0,99.0,,955AXR1112,both,ALFA-ROMEO,99,126,1245,ES,True,955AXR1112,MITO,0,0,0,955AXR11,Petrol,Petrol,False,False,0.024,False,0.255,False,Step 1: Exact TVV (T+Va+Ve),97.0,43,2
86.0,MITO,MITO 1.3 JTDm (85ch) S/S,M10ALFVP000C336,non,4.0,62.0,M 5,4.4,2.9,3.5,90.0,0.393,,0.167,0.194,0.001,1225.0,1225.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXT1A14C,90.0,1225.0,2511.0,1477.0,1475.0,1248.0,62.0,,955AXT1A14C,both,ALFA-ROMEO,62,90,1225,GO,True,955AXT1A14C,MITO,0,0,0,955AXT1A,Diesel,Diesel,False,False,0.167,False,0.393,False,Step 1: Exact TVV (T+Va+Ve),515.0,82,4
92.0,MITO,MITO 1.4 MPI (78ch) S/S,M10ALFVP000P312,non,5.0,57.0,M 5,7.3,4.6,5.6,130.0,0.337,0.048,0.037,,,1155.0,1155.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXU1A15,130.0,1155.0,2511.0,1477.0,1475.0,1368.0,57.0,,955AXU1A15,both,ALFA-ROMEO,57,130,1155,ES,True,955AXU1A15,MITO,0,0,0,955AXU1A,Petrol,Petrol,False,False,0.037,False,0.337,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,249.0,30,2
94.0,MITO,MITO 1.4 MPI (70ch),M10ALFVP000E338,non,4.0,51.0,M 5,7.6,4.7,5.8,134.0,0.233,0.033,0.026,,,1155.0,1155.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXV1A16,134.0,1155.0,2511.0,1477.0,1475.0,1368.0,51.0,,955AXV1A16,both,ALFA-ROMEO,51,134,1155,ES,True,955AXV1A16,MITO,0,0,0,955AXV1A,Petrol,Petrol,False,False,0.026,False,0.233,False,Step 1: Exact TVV (T+Va+Ve),108.0,12,2
96.0,MITO,MITO 0.9 Twin Air (85ch) S/S,M10ALFVP000Z359,non,4.0,62.5,M 6,4.9,3.8,4.2,98.0,0.528,0.049,0.037,,,1205.0,1205.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXW1B17,98.0,1205.0,2511.0,1477.0,1475.0,875.0,63.0,,955AXW1B17,both,ALFA-ROMEO,62,98,1205,ES,True,955AXW1B17,MITO,1,0,0,955AXW1B,Petrol,Petrol,False,False,0.037,False,0.528,False,Step 1: Exact TVV (T+Va+Ve),61.0,9,2
98.0,MITO,MITO 0.9 Twin Air (105ch) S/S,M10ALFVP000J379,non,5.0,77.0,M 6,5.0,3.8,4.2,99.0,0.316,0.041,0.034,,,1205.0,1205.0,715/2007*630/2012EURO6,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,955AXY1B18,99.0,1220.0,2511.0,1477.0,1475.0,875.0,77.0,,955AXY1B18,both,ALFA-ROMEO,77,99,1205,ES,True,955AXY1B18,MITO,0,0,15,955AXY1B,Petrol,Petrol,False,False,0.034,False,0.316,False,Step 1: Exact TVV (T+Va+Ve),265.0,31,2
104.0,CYGNET,CYGNET,M10SCFVP000N144,non,5.0,72.0,V 0,6.1,4.6,5.2,120.0,0.214,0.04,0.006,,,1063.0,1063.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,CG00L4B,120.0,1063.0,2000.0,1480.0,1460.0,1329.0,72.0,,CG00L4B,both,ASTON MARTIN,72,120,1063,ES,True,CG00L4B,CYGNET,0,0,0,CG00,Petrol,Petrol,False,False,0.006,False,0.214,False,Step 1: Exact TVV (T+Va+Ve),11.0,2,1
110.0,DB9,DB9,M10SCFVP000J200,non,44.0,381.0,A 6,21.6,10.0,14.3,333.0,0.187,0.041,0.029,,,1860.0,1860.0,715/2007*630/2012EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH1A103L4MAAE,333.0,1860.0,2740.0,1590.0,1580.0,5935.0,381.0,,VH1A103L4MAAE,both,ASTON MARTIN,381,333,1860,ES,True,VH1A103L4MAAE,DB9,0,0,0,VH1A103,Petrol,Petrol,False,False,0.029,False,0.187,False,Step 1: Exact TVV (T+Va+Ve),8.0,2,1
114.0,DB9,DB9,M10SCFVP000M204,non,44.0,381.0,A 6,21.6,10.0,14.3,333.0,0.187,0.041,0.029,,,1965.0,1965.0,715/2007*630/2012EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH1B103L4MAAE,333.0,1965.0,2740.0,1590.0,1580.0,5935.0,381.0,,VH1B103L4MAAE,both,ASTON MARTIN,381,333,1965,ES,True,VH1B103L4MAAE,DB9 VOLANTE,0,0,0,VH1B103,Petrol,Petrol,False,False,0.029,False,0.187,False,Step 1: Exact TVV (T+Va+Ve),4.0,1,1
120.0,RAPIDE,RAPIDE S,M10SCFVP0002220,non,49.0,410.0,A 6,21.4,10.1,14.3,332.0,0.251,0.035,0.03,,,2065.0,2065.0,715/2007*630/2012EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH1G4L4TAAE,332.0,2065.0,2990.0,1590.0,1615.0,5935.0,410.0,,VH1G4L4TAAE,both,ASTON MARTIN,410,332,2065,ES,True,VH1G4L4TAAE,RAPIDE S,0,0,0,VH1G4,Petrol,Petrol,False,False,0.03,False,0.251,False,Step 1: Exact TVV (T+Va+Ve),9.0,1,1
124.0,VANQUISH,VANQUISH,M10SCFVP000W214,non,51.0,422.0,A 6,21.4,10.2,14.4,335.0,0.619,0.039,0.037,,,1814.0,1814.0,715/2007*630/2012EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH1SASSA53L4PAAE,335.0,1814.0,2740.0,1590.0,,5935.0,422.0,,VH1SASSA53L4PAAE,both,ASTON MARTIN,422,335,1814,ES,True,VH1SASSA53L4PAAE,VANQUISH,0,0,0,VH1SASSA53,Petrol,Petrol,False,False,0.037,False,0.619,False,Step 1: Exact TVV (T+Va+Ve),10.0,2,1
126.0,VANTAGE,V8 VANTAGE ROADSTER,M10SCFVP000X190,non,34.0,313.2,M 6,19.6,10.4,13.8,321.0,0.588,0.05,0.037,,,1785.0,1785.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SBSB26L2KMCC,321.0,1785.0,2600.0,1570.0,1590.0,4735.0,313.0,,VH2SBSB26L2KMCC,both,ASTON MARTIN,313,321,1785,ES,True,VH2SBSB26L2KMCC,V8 VANTAGE ROADSTER,0,0,0,VH2SBSB26,Petrol,Petrol,False,False,0.037,False,0.588,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
132.0,VANTAGE,V8 VANTAGE ROADSTER S,M10SCFVP000V188,non,35.0,320.7,A 7,19.2,9.3,12.9,299.0,0.529,0.044,0.014,,,1765.0,1765.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SBSB53L2LSDF,299.0,1765.0,2600.0,1570.0,1590.0,4735.0,320.0,,VH2SBSB53L2LSDF,both,ASTON MARTIN,321,299,1765,ES,True,VH2SBSB53L2LSDF,V8 VANTAGE ROADSTER,1,0,0,VH2SBSB53,Petrol,Petrol,False,False,0.014,False,0.529,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
134.0,VANTAGE,V8 VANTAGE,M10SCFVP000R184,non,34.0,313.2,M 6,19.6,10.4,13.8,321.0,0.588,0.05,0.037,,,1705.0,1705.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SCSC26L2KMCC,321.0,1705.0,2600.0,1570.0,1590.0,4735.0,313.0,,VH2SCSC26L2KMCC,both,ASTON MARTIN,313,321,1705,ES,True,VH2SCSC26L2KMCC,V8 VANTAGE,0,0,0,VH2SCSC26,Petrol,Petrol,False,False,0.037,False,0.588,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
136.0,VANTAGE,V8 VANTAGE,M10SCFVP000T186,non,34.0,313.2,A 7,19.2,9.3,12.9,299.0,0.529,0.044,0.014,,,1705.0,1705.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SCSC28L2KSDF,299.0,1705.0,2600.0,1570.0,1590.0,4735.0,313.0,,VH2SCSC28L2KSDF,both,ASTON MARTIN,313,299,1705,ES,True,VH2SCSC28L2KSDF,V8 VANTAGE,0,0,0,VH2SCSC28,Petrol,Petrol,False,False,0.014,False,0.529,False,Step 1: Exact TVV (T+Va+Ve),3.0,3,1
138.0,VANTAGE,V8 VANTAGE S,M10SCFVP000P206,non,35.0,320.7,M 6,19.6,10.4,13.8,321.0,0.588,0.05,0.037,,,1685.0,1685.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SCSC51L2LMCC,321.0,1685.0,2600.0,1570.0,1590.0,4735.0,320.0,,VH2SCSC51L2LMCC,both,ASTON MARTIN,321,321,1685,ES,True,VH2SCSC51L2LMCC,V8 VANTAGE,1,0,0,VH2SCSC51,Petrol,Petrol,False,False,0.037,False,0.588,False,Step 1: Exact TVV (T+Va+Ve),3.0,1,1
140.0,VANTAGE,V8 VANTAGE S,M10SCFVP000P182,non,35.0,320.7,A 7,19.2,9.3,12.9,299.0,0.529,0.044,0.014,,,1685.0,1685.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2SCSC53L2LSDF,299.0,1685.0,2600.0,1570.0,1590.0,4735.0,320.0,,VH2SCSC53L2LSDF,both,ASTON MARTIN,321,299,1685,ES,True,VH2SCSC53L2LSDF,V8 VANTAGE,1,0,0,VH2SCSC53,Petrol,Petrol,False,False,0.014,False,0.529,False,Step 1: Exact TVV (T+Va+Ve),11.0,3,1
156.0,VANTAGE,VANTAGE,M10SCFVP0003160,non,34.0,313.2,A 7,19.2,9.3,12.9,299.0,0.529,0.044,0.014,,,1785.0,1785.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2B28L2KSDF,299.0,1785.0,2600.0,1570.0,1590.0,4735.0,313.0,,VH2B28L2KSDF,both,ASTON MARTIN,313,299,1785,ES,True,VH2B28L2KSDF,VANTAGE,0,0,0,VH2B28,Petrol,Petrol,False,False,0.014,False,0.529,False,Step 1: Exact TVV (T+Va+Ve),3.0,1,1
176.0,VANTAGE,VANTAGE,M10SCFVP000W092,non,35.0,320.7,A 7,19.2,9.3,12.9,299.0,0.529,0.044,0.014,,,1685.0,1685.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2C53L2LSDF,299.0,1685.0,2600.0,1570.0,1590.0,4735.0,320.0,,VH2C53L2LSDF,both,ASTON MARTIN,321,299,1685,ES,True,VH2C53L2LSDF,VANTAGE,1,0,0,VH2C53,Petrol,Petrol,False,False,0.014,False,0.529,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
178.0,VANTAGE,V12 VANTAGE,M10SCFVP000Y058,non,45.0,380.0,M 6,24.3,11.7,16.4,388.0,0.326,0.031,0.013,,,1755.0,1755.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Luxury,5,Coupe,Sport / Special,VH2E6L2FMCD,388.0,1755.0,2600.0,1570.0,1575.0,5935.0,380.0,,VH2E6L2FMCD,both,ASTON MARTIN,380,388,1755,ES,True,VH2E6L2FMCD,VANTAGE,0,0,0,VH2E6,Petrol,Petrol,False,False,0.013,False,0.326,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
181.0,A1,A1 1.4 TFSI (185ch) S TRONIC,M10AUDVP005H074,non,10.0,136.0,A 7,7.5,5.1,5.9,139.0,0.229,0.043,0.038,,0.003,1265.0,1265.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACAVGF1FD7AM015R8X72LLS47MGEM0,139.0,1265.0,2459.0,1456.0,1450.0,1390.0,136.0,,8XACAVGF1FD7AM015R8X72LLS47MGEM0,both,AUDI,136,139,1265,ES,True,8XACAVGF1FD7AM015R8X72LLS47MGEM0,A1,0,0,0,8XACAVGF1,Petrol,Petrol,False,False,0.038,False,0.229,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,9.0,4,1
182.0,A1,A1 1.4 TFSI (122ch) S TRONIC,M10AUDVP005R084,non,6.0,90.0,A 7,6.5,4.6,5.3,122.0,0.412,0.043,0.027,,0.001,1200.0,1200.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACAXAF1FD7AM014R8X5BLLS47MGEM2,122.0,1200.0,2459.0,1477.0,1471.0,1390.0,90.0,,8XACAXAF1FD7AM014R8X5BLLS47MGEM2,both,AUDI,90,122,1200,ES,True,8XACAXAF1FD7AM014R8X5BLLS47MGEM2,A1,0,0,0,8XACAXAF1,Petrol,Petrol,False,False,0.027,False,0.412,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,605.0,34,2
184.0,A1,A1 1.6 TDI (90ch) S TRONIC,M10AUDVP005N105,non,5.0,66.0,A 7,5.1,3.7,4.2,110.0,0.02,,0.135,0.149,0.0,1235.0,1235.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACAYBF1FD7AM007R8X5BLLS47MQEM0,110.0,1235.0,2459.0,1456.0,1450.0,1598.0,66.0,,8XACAYBF1FD7AM007R8X5BLLS47MQEM0,both,AUDI,66,110,1235,GO,True,8XACAYBF1FD7AM007R8X5BLLS47MQEM0,A1,0,0,0,8XACAYBF1,Diesel,Diesel,False,False,0.135,False,0.02,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,463.0,16,1
186.0,A1,A1 1.6 TDI (105ch),M10AUDVP0053121,non,5.0,77.0,M 5,4.4,3.4,3.8,99.0,0.243,,0.093,0.127,0.0,1215.0,1215.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACAYCF1FM52R029R8X5BLLS47MQEM3,99.0,1215.0,2459.0,1456.0,1450.0,1598.0,77.0,,8XACAYCF1FM52R029R8X5BLLS47MQEM3,both,AUDI,77,99,1215,GO,True,8XACAYCF1FM52R029R8X5BLLS47MQEM3,A1,0,0,0,8XACAYCF1,Diesel,Diesel,False,False,0.093,False,0.243,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,472.0,26,1
188.0,A1,A1 2.0 TDI (143ch),M10AUDVP006B710,non,7.0,105.0,M 6,5.0,3.6,4.1,108.0,0.225,,0.139,0.172,0.0,1265.0,1265.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACFHDF1FM6A8008R8X61LLS47MQEM2,108.0,1265.0,2459.0,1463.0,1457.0,1968.0,105.0,,8XACFHDF1FM6A8008R8X61LLS47MQEM2,both,AUDI,105,108,1265,GO,True,8XACFHDF1FM6A8008R8X61LLS47MQEM2,A1,0,0,0,8XACFHDF1,Diesel,Diesel,False,False,0.139,False,0.225,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,165.0,16,1
