_id_fr,model_utac,commercial_name,ntic,hybrid,power_admin,power_max_kw,transmission,cons_urb_l100km,cons_extraurb_l100km,cons_mix_l100km,co2_g_km,co_g_km,hc_g_km,nox_g_km,hc_nox_g_km,pm_g_km,kerb_weight_min_kg,mkerb_weight_max_kg,champ_v9,date_maj,fuel_display_name,fuel_grp,segment_grp,segment_ord,body_type_display_name,body_type_grp,tvv_clean,e (g/km),m (kg),w (mm),at1 (mm),at2 (mm),ec (cm3),ep (KW),z (Wh/km),tvv_composite,_merge,brand_group,kw_comp,co2_comp,kg_comp,fuel_comp,fuel_agree,tvv_comp,model_comp,kw_delta,co2_delta,kg_delta,tv_comp,fuel_comp_display,fuel_comp_grp,kw_comp_imputed,co2_comp_imputed,nox_comps,nox_comps_imputed,co_comps,co_comps_imputed,match_steps,r_merged,n_eu_records,n_fr_configs
44635.0,MULTIVAN,MULTIVAN CONFORTLINE LONG 2.0 TDI (180ch) DSG BlueMotion,M10VWGVP476U754,non,11.0,132.0,A 7,8.8,6.9,7.6,199.0,0.195,,0.181,0.211,0.0,2231.0,2231.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Minibus,Minibus,7HCMCFCA308X0LNFD7BT0117NVR27MJG0S,199.0,2231.0,3400.0,1620.0,,1968.0,132.0,,7HCMCFCA308X0LNFD7BT0117NVR27MJG0S,both,VOLKSWAGEN,132,199,2231,GO,True,7HCMCFCA308X0LNFD7BT0117NVR27MJG0S,MULTIVAN,0,0,0,7HCMCFCA308X0,Diesel,Diesel,False,False,0.181,False,0.195,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,3.0,2,1
44636.0,MULTIVAN,MULTIVAN CONFORTLINE LONG 2.0 TDI (180ch) BlueMotion,M10VWGVP476V755,non,11.0,132.0,M 6,8.9,6.4,7.3,192.0,0.283,,0.202,0.25,0.0,2219.0,2219.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Minibus,Minibus,7HCMCFCA308X0LNFM6500717NVR27MJG0S,192.0,2219.0,3400.0,1630.0,,1968.0,132.0,,7HCMCFCA308X0LNFM6500717NVR27MJG0S,both,VOLKSWAGEN,132,192,2219,GO,True,7HCMCFCA308X0LNFM6500717NVR27MJG0S,MULTIVAN,0,0,0,7HCMCFCA308X0,Diesel,Diesel,False,False,0.202,False,0.283,False,Step 1: Exact TVV (T+Va+Ve),2.0,2,1
44639.0,MULTIVAN,MULTIVAN CONFORTLINE ET CARAT 2.0 TDI (180ch) DSG 4MOTION BlueMotion,M10VWGVP476Y758,non,12.0,132.0,A 7,9.7,7.5,8.3,219.0,0.046,,0.224,0.239,0.0,2284.0,2284.0,715/2007*459/2012EURO,juin-13,Diesel,Diesel,Upper-Medium,3,Minibus,Minibus,7HCMCFCA308X1NNAD7BT0117NVR27MJG0S,219.0,2284.0,3000.0,1630.0,,1968.0,132.0,,7HCMCFCA308X1NNAD7BT0117NVR27MJG0S,both,VOLKSWAGEN,132,219,2284,GO,True,7HCMCFCA308X1NNAD7BT0117NVR27MJG0S,MULTIVAN,0,0,0,7HCMCFCA308X1,Diesel,Diesel,False,False,0.224,False,0.046,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,25.0,14,2
44641.0,MULTIVAN,MULTIVAN CONFORTLINE ET CARAT 2.0 TDI (180ch) 4MOTION BlueMotion,M10VWGVP4760760,non,11.0,132.0,M 6,9.6,6.9,7.9,208.0,0.198,,0.209,0.235,0.0,2271.0,2271.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Minibus,Minibus,7HCMCFCA308X1NNAM6500517NVR27MJG0S,208.0,2271.0,3000.0,1620.0,,1968.0,132.0,,7HCMCFCA308X1NNAM6500517NVR27MJG0S,both,VOLKSWAGEN,132,208,2271,GO,True,7HCMCFCA308X1NNAM6500517NVR27MJG0S,MULTIVAN,0,0,0,7HCMCFCA308X1,Diesel,Diesel,False,False,0.209,False,0.198,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,6.0,7,2
44645.0,PASSAT,NOUVELLE PASSAT 1.6 TDI (105ch) CR FAP BMT DSG7,M10VWGVP234V695,non,6.0,77.0,A 7,5.5,4.1,4.6,120.0,0.182,,0.152,0.188,0.0,1530.0,1530.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACAYCX0FD7FD7AM014STP07MQSNVR2O,120.0,1530.0,2711.0,1542.0,1541.0,1598.0,77.0,,3CAACAYCX0FD7FD7AM014STP07MQSNVR2O,both,VOLKSWAGEN,77,120,1530,GO,True,3CAACAYCX0FD7FD7AM014STP07MQSNVR2O,PASSAT,0,0,0,3CAACAYCX0,Diesel,Diesel,False,False,0.152,False,0.182,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,195.0,8,1
44646.0,PASSAT,NOUVELLE PASSAT 1.6 TDI (105ch) CR FAP BMT BLUEMOTION,M10VWGVP164B041,non,5.0,77.0,M 6,5.2,3.6,4.1,109.0,0.168,,0.104,0.136,0.0,1505.0,1505.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACAYCX0FM6FM62S027STP07MGENVR2O,109.0,1505.0,2711.0,1542.0,1541.0,1598.0,77.0,,3CAACAYCX0FM6FM62S027STP07MGENVR2O,both,VOLKSWAGEN,77,109,1505,GO,True,3CAACAYCX0FM6FM62S027STP07MGENVR2O,PASSAT,0,0,0,3CAACAYCX0,Diesel,Diesel,False,False,0.104,False,0.168,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,167.0,6,1
44647.0,PASSAT,NOUVELLE PASSAT 1.6 TDI (105ch) CR FAP BMT BVM6,M10VWGVP050X881,non,5.0,77.0,M 6,5.2,3.8,4.3,114.0,0.173,,0.11,0.138,0.0,1499.0,1499.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACAYCX0FM6FM62S027STP07MGSNVR2O,114.0,1499.0,2711.0,1542.0,1541.0,1598.0,77.0,,3CAACAYCX0FM6FM62S027STP07MGSNVR2O,both,VOLKSWAGEN,77,114,1499,GO,True,3CAACAYCX0FM6FM62S027STP07MGSNVR2O,PASSAT,0,0,0,3CAACAYCX0,Diesel,Diesel,False,False,0.11,False,0.173,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1139.0,31,1
44649.0,PASSAT,NOUVELLE PASSAT 2.0 TDI (140ch) CR FAP BMT BVM6,M10VWGVP050S912,non,7.0,103.0,M 6,5.6,4.0,4.6,119.0,0.197,,0.094,0.125,0.0,1532.0,1532.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACFFBX0FM6FM62Q025STP07MGSNVR2O,119.0,1532.0,2711.0,1542.0,1541.0,1968.0,103.0,,3CAACFFBX0FM6FM62Q025STP07MGSNVR2O,both,VOLKSWAGEN,103,119,1532,GO,True,3CAACFFBX0FM6FM62Q025STP07MGSNVR2O,PASSAT,0,0,0,3CAACFFBX0,Diesel,Diesel,False,False,0.094,False,0.197,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,681.0,27,1
44651.0,PASSAT,NOUVELLE PASSAT 2.0 TDI (177ch) CR FAP BMT DSG6,M10VWGVP460B169,non,10.0,130.0,A 6,6.2,4.6,5.2,136.0,0.102,,0.152,0.17,0.0,1559.0,1559.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACFGCX0FD6FD62E018STP07MQSNVR2M,136.0,1559.0,2711.0,1542.0,1541.0,1968.0,130.0,,3CAACFGCX0FD6FD62E018STP07MQSNVR2M,both,VOLKSWAGEN,130,136,1559,GO,True,3CAACFGCX0FD6FD62E018STP07MQSNVR2M,PASSAT,0,0,0,3CAACFGCX0,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,23.0,6,1
44653.0,PASSAT,NOUVELLE PASSAT 2.0 TDI (177ch) CR FAP BMT DSG6 4MOTION,M10VWGVP460N181,non,10.0,130.0,A 6,6.7,5.0,5.6,147.0,0.102,,0.152,0.17,0.0,1650.0,1650.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,3CAACFGCX1AD6AD62E083STP07MQSNVR2M,147.0,1650.0,2711.0,1542.0,1541.0,1968.0,130.0,,3CAACFGCX1AD6AD62E083STP07MQSNVR2M,both,VOLKSWAGEN,130,147,1650,GO,True,3CAACFGCX1AD6AD62E083STP07MQSNVR2M,PASSAT,0,0,0,3CAACFGCX1,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,10.0,5,1
44658.0,PASSAT,NOUVELLE PASSAT SW 2.0 TDI (140ch) CR FAP BMT DSG6,M10VWGVP050Z980,non,8.0,103.0,A 6,6.3,4.5,5.2,135.0,0.128,,0.122,0.138,0.0,1601.0,1601.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFFBX0FD6FD62E018STP07MGSNVR2O,135.0,1601.0,2711.0,1542.0,1541.0,1968.0,103.0,,3CACCFFBX0FD6FD62E018STP07MGSNVR2O,both,VOLKSWAGEN,103,135,1601,GO,True,3CACCFFBX0FD6FD62E018STP07MGSNVR2O,PASSAT,0,0,0,3CACCFFBX0,Diesel,Diesel,False,False,0.122,False,0.128,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1237.0,30,1
44660.0,PASSAT,NOUVELLE PASSAT Alltrack 2.0 TDI (140ch) BVM6 BMT,M10VWGVP2853566,non,8.0,103.0,M 6,6.5,4.4,5.2,135.0,0.224,,0.117,0.142,0.0,1609.0,1609.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFFBX0FM6FM6BB002STP37MQCNVR2O,135.0,1609.0,2711.0,1549.0,1531.0,1968.0,103.0,,3CACCFFBX0FM6FM6BB002STP37MQCNVR2O,both,VOLKSWAGEN,103,135,1609,GO,True,3CACCFFBX0FM6FM6BB002STP37MQCNVR2O,PASSAT,0,0,0,3CACCFFBX0,Diesel,Diesel,False,False,0.117,False,0.224,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,103.0,8,1
44662.0,PASSAT,NOUVELLE PASSAT Alltrack 2.0 TDI (140ch) BVM6 BMT 4MOTION,M10VWGVP285A573,non,8.0,103.0,M 6,7.0,5.0,5.7,150.0,0.271,,0.109,0.145,0.0,1706.0,1706.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFFBX1AM6AM62Q039STP37MQCNVR2O,149.0,1706.0,2711.0,1549.0,1531.0,1968.0,103.0,,3CACCFFBX1AM6AM62Q039STP37MQCNVR2O,both,VOLKSWAGEN,103,150,1706,GO,True,3CACCFFBX1AM6AM62Q039STP37MQCNVR2O,PASSAT,0,1,0,3CACCFFBX1,Diesel,Diesel,False,False,0.109,False,0.271,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,202.0,7,1
44663.0,PASSAT,NOUVELLE PASSAT SW 2.0 TDI (177ch) CR FAP BMT DSG6,M10VWGVP4607262,non,10.0,130.0,A 6,6.2,4.6,5.2,136.0,0.102,,0.152,0.17,0.0,1580.0,1580.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFGCX0FD6FD62E018STP07MQSNVR2O,136.0,1580.0,2711.0,1542.0,1541.0,1968.0,130.0,,3CACCFGCX0FD6FD62E018STP07MQSNVR2O,both,VOLKSWAGEN,130,136,1580,GO,True,3CACCFGCX0FD6FD62E018STP07MQSNVR2O,PASSAT,0,0,0,3CACCFGCX0,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,113.0,11,1
44664.0,PASSAT,NOUVELLE PASSAT SW 2.0 TDI (177ch) CR FAP BMT,M10VWGVP460D268,non,9.0,130.0,M 6,5.6,4.2,4.7,123.0,0.273,,0.143,0.181,0.0,1558.0,1558.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFGCX0FM6FM6FB001STP07MQSNVR2O,123.0,1558.0,2711.0,1542.0,1541.0,1968.0,130.0,,3CACCFGCX0FM6FM6FB001STP07MQSNVR2O,both,VOLKSWAGEN,130,123,1558,GO,True,3CACCFGCX0FM6FM6FB001STP07MQSNVR2O,PASSAT,0,0,0,3CACCFGCX0,Diesel,Diesel,False,False,0.143,False,0.273,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,45.0,6,1
44665.0,PASSAT,NOUVELLE PASSAT SW 2.0 TDI (177ch) CR FAP BMT DSG6 4MOTION,M10VWGVP460J274,non,10.0,130.0,A 6,6.8,5.0,5.7,149.0,0.102,,0.152,0.17,0.0,1672.0,1672.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFGCX1AD6AD62E083STP07MQSNVR2O,149.0,1672.0,2711.0,1542.0,1541.0,1968.0,130.0,,3CACCFGCX1AD6AD62E083STP07MQSNVR2O,both,VOLKSWAGEN,130,149,1672,GO,True,3CACCFGCX1AD6AD62E083STP07MQSNVR2O,PASSAT,0,0,0,3CACCFGCX1,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,51.0,9,1
44666.0,PASSAT,NOUVELLE PASSAT Alltrack 2.0 TDI (177ch) CR FAP BMT DSG6 4MOTION,M10VWGVP460P280,non,10.0,130.0,A 6,7.0,5.3,5.9,155.0,0.121,,0.136,0.148,0.0,1726.0,1726.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Station Wagon,Station Wagon,3CACCFGCX1AD6AD62E086STP37MQCNVR2O,155.0,1726.0,2711.0,1549.0,1531.0,1968.0,130.0,,3CACCFGCX1AD6AD62E086STP37MQCNVR2O,both,VOLKSWAGEN,130,155,1726,GO,True,3CACCFGCX1AD6AD62E086STP37MQCNVR2O,PASSAT,0,0,0,3CACCFGCX1,Diesel,Diesel,False,False,0.136,False,0.121,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,195.0,8,1
44667.0,PASSAT CC,CC 3.6 V6 FSI (300ch) DSG6 4Motion,M10VWGVP806D432,non,20.0,220.0,A 6,12.7,7.1,9.2,213.0,0.466,0.06,0.021,,0.002,1712.0,1712.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Convertible,Sport / Special,3CCAABWSX1AD6AD62E079ST7MJVR45O,213.0,1712.0,2708.0,1552.0,1557.0,3597.0,220.0,,3CCAABWSX1AD6AD62E079ST7MJVR45O,both,VOLKSWAGEN,220,213,1712,ES,True,3CCAABWSX1AD6AD62E079ST7MJVR45O,CC,0,0,0,3CCAABWSX1A,Petrol,Petrol,False,False,0.021,False,0.466,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,7.0,5,1
44669.0,PASSAT CC,CC 2.0 TDI (140ch) DSG6 FAP BMT,M10VWGVP8068488,non,8.0,103.0,A 6,6.1,4.5,5.1,134.0,0.149,,0.122,0.138,0.001,1571.0,1571.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Convertible,Sport / Special,3CCAACFFBX0FD6FD62E018ST7MJVR25O,134.0,1571.0,2708.0,1552.0,1557.0,1968.0,103.0,,3CCAACFFBX0FD6FD62E018ST7MJVR25O,both,VOLKSWAGEN,103,134,1571,GO,True,3CCAACFFBX0FD6FD62E018ST7MJVR25O,CC,0,0,0,3CCAACFFBX0,Diesel,Diesel,False,False,0.122,False,0.149,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,762.0,19,1
44670.0,PASSAT CC,CC 2.0 TDI (177ch) DSG6 FAP BMT,M10VWGVP806C528,non,10.0,130.0,A 6,6.2,4.6,5.2,137.0,0.102,,0.152,0.17,0.0,1590.0,1590.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Convertible,Sport / Special,3CCAACFGCX0FD6FD62E018ST7MJVR25O,137.0,1590.0,2708.0,1552.0,1557.0,1968.0,130.0,,3CCAACFGCX0FD6FD62E018ST7MJVR25O,both,VOLKSWAGEN,130,137,1590,GO,True,3CCAACFGCX0FD6FD62E018ST7MJVR25O,CC,0,0,0,3CCAACFGCX0,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,157.0,10,1
44671.0,PASSAT CC,CC 2.0 TDI (177ch) BVM6 FAP BMT,M10VWGVP806K536,non,9.0,130.0,M 6,5.9,4.2,4.8,125.0,0.273,,0.143,0.181,0.0,1573.0,1573.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Convertible,Sport / Special,3CCAACFGCX0FM6FM6FB001ST7MJVR25O,125.0,1573.0,2708.0,1552.0,1557.0,1968.0,130.0,,3CCAACFGCX0FM6FM6FB001ST7MJVR25O,both,VOLKSWAGEN,130,125,1573,GO,True,3CCAACFGCX0FM6FM6FB001ST7MJVR25O,CC,0,0,0,3CCAACFGCX0,Diesel,Diesel,False,False,0.143,False,0.273,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,53.0,5,1
44672.0,PASSAT CC,CC 2.0 TDI (177ch) DSG6 4Motion BMT,M10VWGVP806S544,non,10.0,130.0,A 6,6.7,5.0,5.7,149.0,0.102,,0.152,0.17,0.0,1691.0,1691.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,Convertible,Sport / Special,3CCAACFGCX1AD6AD62E083ST7MJVR25O,149.0,1691.0,2708.0,1552.0,1557.0,1968.0,130.0,,3CCAACFGCX1AD6AD62E083ST7MJVR25O,both,VOLKSWAGEN,130,149,1691,GO,True,3CCAACFGCX1AD6AD62E083ST7MJVR25O,CC,0,0,0,3CCAACFGCX1,Diesel,Diesel,False,False,0.152,False,0.102,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,51.0,7,1
44673.0,PASSAT CC,VOLKSWAGEN CC 1.4 TSI (160ch) DSG7 BMT,M10VWGVP806G568,non,9.0,118.0,A 7,7.8,5.3,6.2,144.0,0.355,0.049,0.047,,0.001,1539.0,1539.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Convertible,Sport / Special,3CCAACTHDX0FD7FD7AM006ST7MJVR25O,144.0,1539.0,2708.0,1552.0,1557.0,1390.0,118.0,,3CCAACTHDX0FD7FD7AM006ST7MJVR25O,both,VOLKSWAGEN,118,144,1539,ES,True,3CCAACTHDX0FD7FD7AM006ST7MJVR25O,CC,0,0,0,3CCAACTHDX0,Petrol,Petrol,False,False,0.047,False,0.355,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,30.0,5,1
44674.0,PASSAT CC,VOLKSWAGEN CC 1.4 TSI (160ch) BVM6 BMT,M10VWGVP467Z405,non,9.0,118.0,M 6,8.7,5.3,6.6,152.0,0.612,0.06,0.042,,0.001,1512.0,1512.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Convertible,Sport / Special,3CCAACTHDX0FM6FM62S022ST7MQVR75O,152.0,1512.0,2708.0,1552.0,1557.0,1390.0,118.0,,3CCAACTHDX0FM6FM62S022ST7MQVR75O,both,VOLKSWAGEN,118,152,1512,ES,True,3CCAACTHDX0FM6FM62S022ST7MQVR75O,CC,0,0,0,3CCAACTHDX0,Petrol,Petrol,False,False,0.042,False,0.612,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,25.0,3,1
44677.0,PHAETON,PHAETON V6 TDI 4MOTION Berline,M10VWGVP8078232,non,16.0,176.0,A 6,11.6,6.7,8.5,224.0,0.237,,0.153,0.17,0.0,2233.0,2233.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Luxury,5,Sedan / Hatchback,Sedan / Hatchback,3DCEXAAA6QA69L1417MJS517M,224.0,2233.0,2881.0,1620.0,1607.0,2967.0,176.0,,3DCEXAAA6QA69L1417MJS517M,both,VOLKSWAGEN,176,224,2233,GO,True,3DCEXAAA6QA69L1417MJS517M,PHAETON,0,0,0,3DCEXA,Diesel,Diesel,False,False,0.153,False,0.237,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,4.0,3,1
44679.0,POLO,POLO 1.6 TDI (90ch) DSG7,M10VWGVP806L598,non,5.0,66.0,A 7,5.2,3.7,4.3,112.0,0.343,,0.151,0.173,0.0,1179.0,1179.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCAYBFD7FD7AM007LLNVR07MJ,112.0,1179.0,2456.0,1438.0,1434.0,1598.0,66.0,,6RABCAYBFD7FD7AM007LLNVR07MJ,both,VOLKSWAGEN,66,112,1179,GO,True,6RABCAYBFD7FD7AM007LLNVR07MJ,POLO,0,0,0,6RABCAYB,Diesel,Diesel,False,False,0.151,False,0.343,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1886.0,33,1
44680.0,POLO,POLO 1.6 TDI (90ch) BMT,M10VWGVP806P602,non,4.0,66.0,M 5,4.6,3.2,3.7,96.0,0.156,,0.103,0.152,0.001,1165.0,1165.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCAYBFM5FM52R029LLEVR27MJ,96.0,1165.0,2455.0,1438.0,1434.0,1598.0,66.0,,6RABCAYBFM5FM52R029LLEVR27MJ,both,VOLKSWAGEN,66,96,1165,GO,True,6RABCAYBFM5FM52R029LLEVR27MJ,POLO,0,0,0,6RABCAYB,Diesel,Diesel,False,False,0.103,False,0.156,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,724.0,12,1
44681.0,POLO,POLO 1.6 TDI (90ch),M10VWGVP806R603,non,5.0,66.0,M 5,5.1,3.6,4.2,109.0,0.274,,0.174,0.212,0.001,1157.0,1157.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCAYBFM5FM52R029LLNVR07MJ,109.0,1157.0,2456.0,1438.0,1434.0,1598.0,66.0,,6RABCAYBFM5FM52R029LLNVR07MJ,both,VOLKSWAGEN,66,109,1157,GO,True,6RABCAYBFM5FM52R029LLNVR07MJ,POLO,0,0,0,6RABCAYB,Diesel,Diesel,False,False,0.174,False,0.274,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,12728.0,23,1
44682.0,POLO,POLO 1.6 TDI (105ch) BVM5,M10VWGVP806V608,non,5.0,77.0,M 5,5.1,3.6,4.2,109.0,0.274,,0.174,0.212,0.001,1165.0,1165.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCAYCFM5FM52R029LLNVR07MJ,109.0,1165.0,2456.0,1438.0,1434.0,1598.0,77.0,,6RABCAYCFM5FM52R029LLNVR07MJ,both,VOLKSWAGEN,77,109,1165,GO,True,6RABCAYCFM5FM52R029LLNVR07MJ,POLO,0,0,0,6RABCAYC,Diesel,Diesel,False,False,0.174,False,0.274,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,431.0,17,1
44683.0,POLO,POLO 1.2 TSI (105ch) DSG7,M10VWGVP8060613,non,6.0,77.0,A 7,7.0,4.4,5.3,124.0,0.263,0.023,0.019,,0.002,1126.0,1126.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCBZBFD7FD7AM017LLNVR07MJ,124.0,1126.0,2456.0,1438.0,1434.0,1197.0,77.0,,6RABCBZBFD7FD7AM017LLNVR07MJ,both,VOLKSWAGEN,77,124,1126,ES,True,6RABCBZBFD7FD7AM017LLNVR07MJ,POLO,0,0,0,6RABCBZB,Petrol,Petrol,False,False,0.019,False,0.263,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,604.0,12,1
44684.0,POLO,POLO 1.2 TSI (105ch),M10VWGVP8066619,non,6.0,77.0,M 6,6.8,4.5,5.3,124.0,0.469,0.044,0.024,,0.002,1088.0,1088.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCBZBFM6FM62U009LLNVR07MJ,124.0,1088.0,2456.0,1438.0,1434.0,1197.0,77.0,,6RABCBZBFM6FM62U009LLNVR07MJ,both,VOLKSWAGEN,77,124,1088,ES,True,6RABCBZBFM6FM62U009LLNVR07MJ,POLO,0,0,0,6RABCBZB,Petrol,Petrol,False,False,0.024,False,0.469,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1369.0,13,1
44685.0,POLO,POLO 1.2 TDI (75ch) BLUEMOTION,M10VWGVP806L634,non,4.0,55.0,M 5,4.1,3.0,3.4,88.0,0.213,,0.137,0.168,0.0,1150.0,1150.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCFWAFM5FM52R031LLEVR67MJ,88.0,1150.0,2455.0,1438.0,1434.0,1199.0,55.0,,6RABCFWAFM5FM52R031LLEVR67MJ,both,VOLKSWAGEN,55,88,1150,GO,True,6RABCFWAFM5FM52R031LLEVR67MJ,POLO,0,0,0,6RABCFWA,Diesel,Diesel,False,False,0.137,False,0.213,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,113.0,10,1
44686.0,POLO,POLO 1.2 TDI (75ch),M10VWGVP806N636,non,4.0,55.0,M 5,4.6,3.3,3.8,99.0,0.308,,0.142,0.191,0.0,1132.0,1132.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCFWAFM5FM52R031LLNVR07MJ,99.0,1132.0,2456.0,1438.0,1434.0,1199.0,55.0,,6RABCFWAFM5FM52R031LLNVR07MJ,both,VOLKSWAGEN,55,99,1132,GO,True,6RABCFWAFM5FM52R031LLNVR07MJ,POLO,0,0,0,6RABCFWA,Diesel,Diesel,False,False,0.142,False,0.308,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,4017.0,30,1
44687.0,POLO,POLO 1.4 (85ch) DSG7,M10VWGVP806T642,non,5.0,63.0,A 7,7.7,4.7,5.8,134.0,0.135,0.064,0.024,,,1104.0,1104.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,6RABCGGBFD7FD7AM012LLNVR07MJ,134.0,1104.0,2456.0,1438.0,1434.0,1390.0,63.0,,6RABCGGBFD7FD7AM012LLNVR07MJ,both,VOLKSWAGEN,63,134,1104,ES,True,6RABCGGBFD7FD7AM012LLNVR07MJ,POLO,0,0,0,6RABCGGB,Petrol,Petrol,False,False,0.024,False,0.135,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,887.0,11,1
